VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
1,02/09/2018 01:17:47 PM,02/09/2018 01:24:55 PM,1,1.4,1,N,236,163,2,7.5,0,0.5,0,0,0.3,8.3
1,02/09/2018 01:17:40 PM,02/09/2018 01:40:43 PM,1,2.7,1,N,161,144,1,16,0,0.5,4.2,0,0.3,21
1,02/09/2018 01:46:35 PM,02/09/2018 01:53:21 PM,1,1,1,N,144,234,1,6.5,0,0.5,1,0,0.3,8.3
1,02/09/2018 01:58:23 PM,02/09/2018 02:07:43 PM,1,1.3,1,N,234,79,1,8,0,0.5,1,0,0.3,9.8
1,02/09/2018 01:19:16 PM,02/09/2018 01:24:05 PM,1,0.6,1,N,68,48,2,5,0,0.5,0,0,0.3,5.8
1,02/09/2018 01:55:21 PM,02/09/2018 02:03:32 PM,1,1.3,1,N,142,161,1,7,0,0.5,1.55,0,0.3,9.35
2,02/09/2018 01:45:44 PM,02/09/2018 02:06:38 PM,6,7.84,1,N,138,145,1,24.5,0,0.5,5.06,0,0.3,30.36
2,02/09/2018 01:09:53 PM,02/09/2018 01:17:22 PM,1,1,1,N,263,141,1,6.5,0,0.5,1.1,0,0.3,8.4
2,02/09/2018 01:18:36 PM,02/09/2018 01:24:49 PM,1,0.87,1,N,237,263,1,6,0,0.5,1.36,0,0.3,8.16
2,02/09/2018 01:37:35 PM,02/09/2018 01:48:24 PM,1,0.91,1,N,236,237,2,8,0,0.5,0,0,0.3,8.8
2,02/09/2018 01:49:24 PM,02/09/2018 02:05:51 PM,1,2.9,1,N,237,50,1,13,0,0.5,2.76,0,0.3,16.56
1,02/09/2018 01:00:41 PM,02/09/2018 01:06:47 PM,1,0.6,1,N,237,236,2,5.5,0,0.5,0,0,0.3,6.3
1,02/09/2018 01:11:11 PM,02/09/2018 01:15:07 PM,2,0.5,1,N,236,236,1,5,0,0.5,2,0,0.3,7.8
1,02/09/2018 01:25:28 PM,02/09/2018 01:29:51 PM,1,0.5,1,N,263,237,2,5,0,0.5,0,0,0.3,5.8
1,02/09/2018 01:31:21 PM,02/09/2018 01:33:00 PM,1,0.2,1,N,237,237,1,3,0,0.5,0.76,0,0.3,4.56
1,02/09/2018 01:37:11 PM,02/09/2018 01:45:46 PM,2,1.1,1,N,236,237,2,7.5,0,0.5,0,0,0.3,8.3
1,02/09/2018 01:48:39 PM,02/09/2018 02:05:06 PM,1,2.5,1,N,141,238,2,13,0,0.5,0,0,0.3,13.8
1,02/09/2018 01:19:42 PM,02/09/2018 01:32:16 PM,1,1.6,1,N,50,161,2,9.5,0,0.5,0,0,0.3,10.3
1,02/09/2018 01:36:27 PM,02/09/2018 01:44:54 PM,1,0.8,1,N,162,237,1,6.5,0,0.5,0,0,0.3,7.3
1,02/09/2018 01:47:01 PM,02/09/2018 02:06:04 PM,1,1.8,1,N,162,100,1,12.5,0,0.5,2.65,0,0.3,15.95
1,02/09/2018 01:18:56 PM,02/09/2018 01:32:51 PM,2,1.4,1,N,45,66,2,9.5,0,0.5,0,0,0.3,10.3
1,02/09/2018 01:45:13 PM,02/09/2018 02:04:08 PM,2,5.8,1,N,88,162,1,20.5,0,0.5,4,0,0.3,25.3
1,02/09/2018 01:18:43 PM,02/09/2018 01:25:47 PM,1,0.7,1,N,264,264,1,6,0,0.5,1,0,0.3,7.8
1,02/09/2018 01:27:56 PM,02/09/2018 01:33:54 PM,1,1.5,1,N,264,264,2,6.5,0,0.5,0,0,0.3,7.3
1,02/09/2018 01:53:54 PM,02/09/2018 02:02:53 PM,1,2.1,1,N,264,264,1,9,0,0.5,3,0,0.3,12.8
1,02/09/2018 01:26:03 PM,02/09/2018 01:41:02 PM,1,2.1,1,N,107,229,1,11.5,0,0.5,3.65,0,0.3,15.95
1,02/09/2018 01:56:01 PM,02/09/2018 01:58:10 PM,2,0.4,1,N,140,140,1,3.5,0,0.5,0.85,0,0.3,5.15
2,02/09/2018 01:30:48 PM,02/09/2018 01:36:33 PM,1,0.9,1,N,263,141,2,6,0,0.5,0,0,0.3,6.8
2,02/09/2018 01:40:33 PM,02/09/2018 01:44:47 PM,1,0.72,1,N,141,229,1,5,0,0.5,1.16,0,0.3,6.96
2,02/09/2018 01:47:50 PM,02/09/2018 02:04:08 PM,1,1.68,1,N,229,100,1,11,0,0.5,2.36,0,0.3,14.16
1,02/09/2018 01:26:55 PM,02/09/2018 01:35:36 PM,1,0.9,1,N,144,113,1,7,0,0.5,2.3,0,0.3,10.1
1,02/09/2018 01:43:06 PM,02/09/2018 02:03:41 PM,2,1.4,1,N,249,107,1,13,0,0.5,2.76,0,0.3,16.56
1,02/09/2018 01:12:43 PM,02/09/2018 01:22:51 PM,1,1.7,1,N,162,107,1,8.5,0,0.5,1.86,0,0.3,11.16
1,02/09/2018 01:30:37 PM,02/09/2018 01:35:46 PM,1,0.8,1,N,162,162,1,5.5,0,0.5,0.7,0,0.3,7
1,02/09/2018 01:42:51 PM,02/09/2018 01:51:03 PM,1,1.3,1,N,237,229,1,7.5,0,0.5,1.65,0,0.3,9.95
1,02/09/2018 01:56:09 PM,02/09/2018 02:32:17 PM,1,4.8,1,N,162,166,1,24,0,0.5,4.95,0,0.3,29.75
1,02/09/2018 01:56:45 PM,02/09/2018 02:14:16 PM,1,2,1,N,107,161,1,12,0,0.5,1,0,0.3,13.8
1,02/09/2018 01:08:01 PM,02/09/2018 01:16:05 PM,1,0.7,1,N,186,246,2,6.5,0,0.5,0,0,0.3,7.3
1,02/09/2018 01:20:50 PM,02/09/2018 01:34:32 PM,1,1.3,1,N,246,100,1,10,0,0.5,1,0,0.3,11.8
1,02/09/2018 01:35:09 PM,02/09/2018 01:38:58 PM,1,0.6,1,N,100,161,2,4.5,0,0.5,0,0,0.3,5.3
1,02/09/2018 01:43:08 PM,02/09/2018 01:51:23 PM,1,0.6,1,N,161,164,1,6.5,0,0.5,1.8,0,0.3,9.1
1,02/09/2018 01:53:19 PM,02/09/2018 02:07:00 PM,1,1.2,1,N,164,113,1,9.5,0,0.5,2.05,0,0.3,12.35
2,02/09/2018 01:20:43 PM,02/09/2018 02:06:32 PM,1,16.88,2,N,132,237,2,52,0,0.5,0,0,0.3,52.8
1,02/09/2018 01:05:42 PM,02/09/2018 01:09:14 PM,1,0.6,1,N,141,229,1,4.5,0,0.5,1.05,0,0.3,6.35
1,02/09/2018 01:15:05 PM,02/09/2018 01:50:19 PM,1,14.9,2,N,233,132,1,52,0,0.5,7,5.76,0.3,65.56
2,02/09/2018 01:02:17 PM,02/09/2018 01:08:45 PM,1,0.54,1,N,237,236,2,5.5,0,0.5,0,0,0.3,6.3
2,02/09/2018 01:09:07 PM,02/09/2018 01:21:09 PM,1,1.99,1,N,236,236,2,10,0,0.5,0,0,0.3,10.8
2,02/09/2018 01:28:29 PM,02/09/2018 01:40:20 PM,1,1.77,1,N,43,142,2,10,0,0.5,0,0,0.3,10.8
1,02/09/2018 01:00:21 PM,02/09/2018 01:22:26 PM,1,4,1,N,43,68,1,17,0,0.5,3.55,0,0.3,21.35
1,02/09/2018 01:32:35 PM,02/09/2018 01:44:24 PM,1,1.5,1,N,234,170,1,9,0,0.5,1.95,0,0.3,11.75
1,02/09/2018 01:58:29 PM,02/09/2018 02:20:04 PM,1,2.6,1,N,161,144,1,14.5,0,0.5,1,0,0.3,16.3
2,02/09/2018 01:08:29 PM,02/09/2018 01:39:45 PM,1,6.96,1,N,138,229,1,26.5,0,0.5,5.46,0,0.3,32.76
2,02/09/2018 01:44:22 PM,02/09/2018 01:54:51 PM,1,1.54,1,N,233,107,1,8.5,0,0.5,1,0,0.3,10.3
1,02/09/2018 01:55:36 PM,02/09/2018 02:01:32 PM,1,0.5,1,Y,263,236,1,5.5,0,0.5,1.25,0,0.3,7.55
1,02/09/2018 01:04:26 PM,02/09/2018 01:13:32 PM,2,1.2,1,N,90,249,1,7.5,0,0.5,1.65,0,0.3,9.95
1,02/09/2018 01:33:21 PM,02/09/2018 01:56:01 PM,2,2.4,1,N,186,140,1,15,0,0.5,1,0,0.3,16.8
1,02/09/2018 01:59:48 PM,02/09/2018 02:09:03 PM,2,1,1,N,140,237,1,7.5,0,0.5,1.65,0,0.3,9.95
1,02/09/2018 01:16:19 PM,02/09/2018 01:20:10 PM,1,0.4,1,N,142,50,4,4.5,0,0.5,0,0,0.3,5.3
1,02/09/2018 01:33:57 PM,02/09/2018 01:48:40 PM,1,0.9,1,N,246,100,2,10,0,0.5,0,0,0.3,10.8
1,02/09/2018 01:52:36 PM,02/09/2018 02:37:13 PM,1,16.2,2,N,170,132,1,52,0,0.5,17.55,5.76,0.3,76.11
2,02/09/2018 12:49:16 PM,02/09/2018 12:51:27 PM,4,0.28,1,N,161,161,1,3,0,0.5,0.95,0,0.3,4.75
2,02/09/2018 01:30:46 PM,02/09/2018 01:46:36 PM,4,0.85,1,N,114,144,1,10.5,0,0.5,2.26,0,0.3,13.56
1,02/09/2018 01:17:36 PM,02/09/2018 01:22:13 PM,1,0.2,1,N,230,230,1,4.5,0,0.5,2,0,0.3,7.3
1,02/09/2018 01:23:51 PM,02/09/2018 01:26:48 PM,1,0.5,1,N,230,100,2,4,0,0.5,0,0,0.3,4.8
1,02/09/2018 01:35:17 PM,02/09/2018 01:49:00 PM,1,1.7,1,N,186,163,2,10,0,0.5,0,0,0.3,10.8
1,02/09/2018 01:50:27 PM,02/09/2018 01:59:48 PM,1,1,1,N,163,161,1,7.5,0,0.5,2.05,0,0.3,10.35
2,02/09/2018 01:03:09 PM,02/09/2018 01:18:42 PM,1,1.21,1,N,68,107,2,10.5,0,0.5,0,0,0.3,11.3
2,02/09/2018 01:37:08 PM,02/09/2018 02:00:31 PM,1,2.86,1,N,162,43,2,15,0,0.5,0,0,0.3,15.8
2,02/09/2018 01:33:30 PM,02/09/2018 01:38:28 PM,1,0.86,1,N,48,48,1,5.5,0,0.5,1.26,0,0.3,7.56
1,02/09/2018 01:24:44 PM,02/09/2018 01:32:14 PM,1,1.8,1,N,65,144,1,8.5,0,0.5,2.3,0,0.3,11.6
1,02/09/2018 01:45:40 PM,02/09/2018 01:52:12 PM,1,2,1,N,158,246,1,7.5,0,0.5,1,0,0.3,9.3
1,02/09/2018 01:58:56 PM,02/09/2018 02:15:56 PM,1,2.1,1,N,186,162,1,11.5,0,0.5,3,0,0.3,15.3
2,02/09/2018 12:55:14 PM,02/09/2018 01:25:39 PM,3,17.1,2,N,132,162,1,52,0,0.5,11.71,5.76,0.3,70.27
2,02/09/2018 01:33:21 PM,02/09/2018 01:37:48 PM,3,0.47,1,N,170,137,2,4.5,0,0.5,0,0,0.3,5.3
2,02/09/2018 01:31:45 PM,02/09/2018 02:11:18 PM,6,16.61,1,N,261,138,1,47,0,0.5,10.71,5.76,0.3,64.27
2,02/09/2018 01:10:06 PM,02/09/2018 01:17:30 PM,6,1.39,1,N,125,13,2,7.5,0,0.5,0,0,0.3,8.3
2,02/09/2018 01:18:33 PM,02/09/2018 01:30:41 PM,6,1.45,1,N,13,211,1,9,0,0.5,1.96,0,0.3,11.76
2,02/09/2018 01:49:15 PM,02/09/2018 02:09:29 PM,6,3.58,1,N,234,141,1,15.5,0,0.5,4.89,0,0.3,21.19
1,02/09/2018 01:16:18 PM,02/09/2018 02:03:06 PM,2,21.2,2,Y,88,132,1,52,0,0.5,5,5.76,0.3,63.56
2,02/09/2018 01:54:30 PM,02/09/2018 02:09:55 PM,1,1.29,1,N,141,161,1,10.5,0,0.5,2,0,0.3,13.3
1,02/09/2018 01:53:59 PM,02/09/2018 02:28:17 PM,1,12.4,1,N,230,138,1,36.5,0,0.5,10.75,5.76,0.3,53.81
2,02/09/2018 01:13:45 PM,02/09/2018 01:23:43 PM,1,0.88,1,N,246,234,2,8,0,0.5,0,0,0.3,8.8
2,02/09/2018 01:48:59 PM,02/09/2018 02:13:08 PM,1,3.18,1,N,234,143,1,17,0,0.5,3.56,0,0.3,21.36
1,02/09/2018 01:48:57 PM,02/09/2018 02:15:49 PM,2,2.8,1,N,113,211,2,17.5,0,0.5,0,0,0.3,18.3
2,02/09/2018 01:07:25 PM,02/09/2018 01:24:40 PM,1,2.63,1,N,239,161,2,13,0,0.5,0,0,0.3,13.8
2,02/09/2018 01:25:02 PM,02/09/2018 01:30:29 PM,1,0.61,1,N,161,163,1,5,0,0.5,2.08,0,0.3,7.88
2,02/09/2018 01:33:18 PM,02/09/2018 01:39:37 PM,1,0.92,1,N,161,170,1,6,0,0.5,1.36,0,0.3,8.16
2,02/09/2018 01:27:26 PM,02/09/2018 01:33:31 PM,1,0.64,1,N,239,143,1,5.5,0,0.5,1.58,0,0.3,7.88
2,02/09/2018 01:39:44 PM,02/09/2018 01:54:41 PM,1,2.18,1,N,239,236,2,12,0,0.5,0,0,0.3,12.8
2,02/09/2018 01:56:51 PM,02/09/2018 02:25:55 PM,1,5.46,1,N,236,202,1,22,0,0.5,5.7,0,0.3,28.5
1,02/09/2018 01:53:58 PM,02/09/2018 02:22:40 PM,1,7.8,1,N,138,41,1,26.5,0,0.5,5,5.76,0.3,38.06
2,02/09/2018 01:28:32 PM,02/09/2018 01:51:02 PM,3,6.63,1,N,231,170,1,23,0,0.5,4.28,0,0.3,28.08
2,02/09/2018 01:31:39 PM,02/09/2018 01:55:58 PM,1,12.08,1,N,132,138,2,33.5,0,0.5,0,0,0.3,34.3
2,02/09/2018 01:39:31 PM,02/09/2018 02:31:25 PM,5,17.32,2,N,163,132,2,52,0,0.5,0,0,0.3,52.8
2,02/09/2018 12:58:50 PM,02/09/2018 01:01:49 PM,1,0.66,1,N,249,249,2,4.5,0,0.5,0,0,0.3,5.3
2,02/09/2018 01:42:15 PM,02/09/2018 01:54:52 PM,1,0.92,1,N,113,79,2,9,0,0.5,0,0,0.3,9.8
2,02/09/2018 01:57:26 PM,02/09/2018 02:07:31 PM,1,1.23,1,N,79,211,2,8,0,0.5,0,0,0.3,8.8
2,02/09/2018 01:01:59 PM,02/09/2018 01:05:22 PM,6,1.16,1,N,10,215,1,5.5,0,0.5,1.58,0,0.3,7.88
1,02/09/2018 01:01:07 PM,02/09/2018 01:14:38 PM,1,3,1,N,137,262,1,12,0,0.5,1.92,0,0.3,14.72
1,02/09/2018 01:21:54 PM,02/09/2018 01:29:06 PM,1,1,1,N,262,237,1,6.5,0,0.5,1.45,0,0.3,8.75
1,02/09/2018 01:38:15 PM,02/09/2018 01:48:27 PM,1,2,1,N,236,166,2,9.5,0,0.5,0,0,0.3,10.3
2,02/09/2018 01:41:10 PM,02/09/2018 02:02:20 PM,2,2.89,1,N,148,170,1,15,0,0.5,3.16,0,0.3,18.96
2,02/09/2018 12:59:41 PM,02/09/2018 01:17:53 PM,1,2.29,1,N,161,43,1,13,0,0.5,2.76,0,0.3,16.56
2,02/09/2018 01:19:22 PM,02/09/2018 01:26:53 PM,1,1.99,1,N,43,142,1,8.5,0,0.5,1.86,0,0.3,11.16
2,02/09/2018 01:30:44 PM,02/09/2018 01:41:19 PM,1,0.96,1,N,142,143,2,8,0,0.5,0,0,0.3,8.8
2,02/09/2018 01:45:23 PM,02/09/2018 01:53:14 PM,1,1.31,1,N,143,238,2,7.5,0,0.5,0,0,0.3,8.3
2,02/09/2018 12:59:56 PM,02/09/2018 01:11:23 PM,1,1.92,1,N,170,237,1,9.5,0,0.5,2.06,0,0.3,12.36
2,02/09/2018 01:12:53 PM,02/09/2018 01:25:46 PM,1,0.96,1,N,237,140,1,9.5,0,0.5,2.06,0,0.3,12.36
2,02/09/2018 01:35:57 PM,02/09/2018 01:55:02 PM,1,2.34,1,N,263,142,2,13.5,0,0.5,0,0,0.3,14.3
2,02/09/2018 01:06:24 PM,02/09/2018 01:22:11 PM,2,1.73,1,N,142,161,2,11,0,0.5,0,0,0.3,11.8
2,02/09/2018 01:31:43 PM,02/09/2018 01:32:50 PM,2,0.25,1,N,161,162,2,3,0,0.5,0,0,0.3,3.8
2,02/09/2018 01:37:06 PM,02/09/2018 01:42:34 PM,2,0.93,1,N,141,141,1,6,0,0.5,1.36,0,0.3,8.16
2,02/09/2018 01:47:46 PM,02/09/2018 01:54:12 PM,2,0.79,1,N,263,75,1,6,0,0.5,1,0,0.3,7.8
2,02/09/2018 01:04:35 PM,02/09/2018 01:08:31 PM,1,0.79,1,N,100,48,2,5,0,0.5,0,0,0.3,5.8
2,02/09/2018 01:09:17 PM,02/09/2018 01:18:09 PM,1,1.52,1,N,48,68,1,8,0,0.5,1.76,0,0.3,10.56
2,02/09/2018 01:21:57 PM,02/09/2018 01:26:49 PM,1,0.95,1,N,90,246,1,5.5,0,0.5,1.26,0,0.3,7.56
2,02/09/2018 01:28:15 PM,02/09/2018 01:47:36 PM,1,3.56,1,N,246,237,1,15.5,0,0.5,4.08,0,0.3,20.38
2,02/09/2018 01:52:58 PM,02/09/2018 02:13:47 PM,1,3.89,1,N,43,41,2,16.5,0,0.5,0,0,0.3,17.3
1,02/09/2018 01:03:36 PM,02/09/2018 01:08:15 PM,1,0.7,1,N,236,237,1,5,0,0.5,1.15,0,0.3,6.95
1,02/09/2018 01:11:02 PM,02/09/2018 01:41:04 PM,1,4.3,1,N,237,211,1,20.5,0,0.5,4.25,0,0.3,25.55
1,02/09/2018 01:45:01 PM,02/09/2018 02:09:27 PM,1,1.8,1,N,211,234,1,15.5,0,0.5,1.63,0,0.3,17.93
1,02/09/2018 01:00:37 PM,02/09/2018 01:02:55 PM,1,0.5,1,N,79,79,1,4,0,0.5,0.95,0,0.3,5.75
1,02/09/2018 01:05:54 PM,02/09/2018 01:16:20 PM,1,1.3,1,N,79,144,1,8.5,0,0.5,1.85,0,0.3,11.15
1,02/09/2018 01:20:03 PM,02/09/2018 01:38:41 PM,1,3.1,1,N,144,229,1,14.5,0,0.5,3.05,0,0.3,18.35
1,02/09/2018 01:39:37 PM,02/09/2018 01:46:30 PM,1,1.4,1,N,229,262,1,7,0,0.5,1.55,0,0.3,9.35
1,02/09/2018 01:51:18 PM,02/09/2018 01:58:52 PM,1,0.8,1,N,263,75,2,6.5,0,0.5,0,0,0.3,7.3
2,02/09/2018 01:13:17 PM,02/09/2018 01:20:10 PM,1,1,1,N,166,238,1,6.5,0,0.5,0.7,0,0.3,8
2,02/09/2018 01:23:32 PM,02/09/2018 01:28:41 PM,1,0.74,1,N,238,238,2,5.5,0,0.5,0,0,0.3,6.3
2,02/09/2018 01:25:53 PM,02/09/2018 01:39:06 PM,1,1.49,1,N,107,148,1,10,0,0.5,1.62,0,0.3,12.42
1,02/09/2018 01:06:11 PM,02/09/2018 01:18:09 PM,1,1.2,1,N,161,163,2,8.5,0,0.5,0,0,0.3,9.3
1,02/09/2018 01:30:11 PM,02/09/2018 01:43:27 PM,3,0.7,1,N,163,163,2,9,0,0.5,0,0,0.3,9.8
1,02/09/2018 01:47:55 PM,02/09/2018 02:00:52 PM,2,1.8,1,N,161,237,1,10,0,0.5,1.62,0,0.3,12.42
2,02/09/2018 01:10:10 PM,02/09/2018 01:17:09 PM,1,0.73,1,N,170,170,2,6,0,0.5,0,0,0.3,6.8
2,02/09/2018 01:18:25 PM,02/09/2018 01:24:56 PM,1,1.1,1,N,170,162,1,6.5,0,0.5,1.1,0,0.3,8.4
2,02/09/2018 01:26:08 PM,02/09/2018 01:42:23 PM,1,2.28,1,N,162,90,1,12,0,0.5,1.5,0,0.3,14.3
2,02/09/2018 01:44:57 PM,02/09/2018 02:03:22 PM,1,2.37,1,N,90,163,1,13,0,0.5,3.45,0,0.3,17.25
2,02/09/2018 01:33:25 PM,02/09/2018 01:47:54 PM,2,1.94,1,N,166,74,1,11,0,0.5,2.36,0,0.3,14.16
2,02/09/2018 01:50:45 PM,02/09/2018 01:57:20 PM,2,0.49,1,N,74,41,2,5.5,0,0.5,0,0,0.3,6.3
1,02/09/2018 01:05:07 PM,02/09/2018 01:23:24 PM,1,2.4,1,N,231,234,1,13.5,0,0.5,2.85,0,0.3,17.15
1,02/09/2018 01:27:02 PM,02/09/2018 01:36:25 PM,2,1.1,1,N,164,163,2,7.5,0,0.5,0,0,0.3,8.3
1,02/09/2018 01:42:04 PM,02/09/2018 01:54:55 PM,1,2.9,1,N,237,68,1,11.5,0,0.5,2.45,0,0.3,14.75
2,02/09/2018 01:02:39 PM,02/09/2018 01:26:19 PM,1,3.09,1,N,246,229,1,16.5,0,0.5,2.6,0,0.3,19.9
2,02/09/2018 01:26:48 PM,02/09/2018 01:34:37 PM,1,1.22,1,N,229,233,1,7,0,0.5,1.56,0,0.3,9.36
1,02/09/2018 01:54:30 PM,02/09/2018 01:55:02 PM,1,0.2,1,N,33,33,3,3,0,0.5,0,0,0.3,3.8
1,02/09/2018 01:25:17 PM,02/09/2018 01:43:01 PM,1,6.8,1,N,262,256,2,22.5,0,0.5,0,0,0.3,23.3
1,02/09/2018 01:58:42 PM,02/09/2018 02:00:14 PM,1,0.4,1,N,79,79,1,3.5,0,0.5,0.85,0,0.3,5.15
1,02/09/2018 01:32:53 PM,02/09/2018 01:42:55 PM,1,1,1,N,230,50,1,8,0,0.5,1.75,0,0.3,10.55
1,02/09/2018 01:53:58 PM,02/09/2018 01:59:05 PM,1,0.9,1,N,48,142,1,5.5,0,0.5,1,0,0.3,7.3
2,02/09/2018 01:16:25 PM,02/09/2018 01:21:24 PM,1,0.46,1,N,246,48,1,5,0,0.5,1.16,0,0.3,6.96
2,02/09/2018 01:22:11 PM,02/09/2018 01:29:00 PM,1,0.93,1,N,48,230,2,6.5,0,0.5,0,0,0.3,7.3
2,02/09/2018 01:38:02 PM,02/09/2018 01:45:37 PM,1,1.37,1,N,237,236,2,7.5,0,0.5,0,0,0.3,8.3
2,02/09/2018 01:48:40 PM,02/09/2018 02:42:05 PM,1,13.13,1,N,236,164,2,47,0,0.5,0,5.76,0.3,53.56
2,02/09/2018 01:00:57 PM,02/09/2018 01:08:38 PM,1,0.77,1,N,239,238,1,6.5,0,0.5,1.46,0,0.3,8.76
2,02/09/2018 01:13:17 PM,02/09/2018 01:15:48 PM,1,0.55,1,N,239,142,2,4,0,0.5,0,0,0.3,4.8
2,02/09/2018 01:23:57 PM,02/09/2018 01:25:21 PM,1,0.4,1,N,48,163,1,3.5,0,0.5,1.08,0,0.3,5.38
2,02/09/2018 01:33:23 PM,02/09/2018 01:47:37 PM,1,0.77,1,N,162,230,1,9.5,0,0.5,2.06,0,0.3,12.36
2,02/09/2018 01:55:01 PM,02/09/2018 02:25:00 PM,1,3.63,1,N,230,211,1,19.5,0,0.5,4.06,0,0.3,24.36
1,02/09/2018 01:55:03 PM,02/09/2018 01:59:34 PM,1,0.7,1,N,129,129,2,5,0,0.5,0,0,0.3,5.8
2,02/09/2018 01:42:56 PM,02/09/2018 02:20:22 PM,1,5.59,1,N,179,48,2,26.5,0,0.5,0,0,0.3,27.3
2,02/09/2018 12:57:45 PM,02/09/2018 01:50:58 PM,2,18.9,2,N,132,231,2,52,0,0.5,0,0,0.3,52.8
2,02/09/2018 01:52:03 PM,02/09/2018 01:58:00 PM,2,0.31,1,N,231,45,1,5.5,0,0.5,1.26,0,0.3,7.56
1,02/09/2018 01:38:57 PM,02/09/2018 01:52:41 PM,1,1.2,1,N,144,231,1,10,0,0.5,1,0,0.3,11.8
1,02/09/2018 01:54:31 PM,02/09/2018 02:06:46 PM,2,2.7,1,N,231,246,2,12,0,0.5,0,0,0.3,12.8
2,02/09/2018 12:59:21 PM,02/09/2018 01:14:30 PM,5,1.14,1,N,234,100,1,10,0,0.5,2,0,0.3,12.8
2,02/09/2018 01:18:23 PM,02/09/2018 01:21:57 PM,5,0.61,1,N,48,230,1,4.5,0,0.5,2,0,0.3,7.3
2,02/09/2018 01:51:49 PM,02/09/2018 02:01:45 PM,5,1.37,1,N,100,233,1,8,0,0.5,1.76,0,0.3,10.56
1,02/09/2018 01:20:10 PM,02/09/2018 02:08:26 PM,1,20.6,2,N,233,132,1,52,0,0.5,17.55,5.76,0.3,76.11
2,02/09/2018 01:40:29 PM,02/09/2018 01:49:55 PM,2,1.39,1,N,239,236,1,8,0,0.5,1.76,0,0.3,10.56
2,02/09/2018 01:07:33 PM,02/09/2018 01:13:16 PM,1,0.94,1,N,75,236,1,6,0,0.5,1.02,0,0.3,7.82
2,02/09/2018 01:14:00 PM,02/09/2018 01:18:52 PM,1,0.84,1,N,236,237,2,5.5,0,0.5,0,0,0.3,6.3
2,02/09/2018 01:53:05 PM,02/09/2018 02:25:27 PM,1,9.55,1,N,163,138,1,32.5,0,0.5,8.32,0,0.3,41.62
2,02/09/2018 01:03:23 PM,02/09/2018 01:09:33 PM,1,0.71,1,N,230,100,1,5.5,0,0.5,1.26,0,0.3,7.56
2,02/09/2018 01:19:19 PM,02/09/2018 02:04:59 PM,1,20.33,2,N,100,132,1,52,0,0.5,11.71,5.76,0.3,70.27
1,02/09/2018 01:23:59 PM,02/09/2018 01:27:27 PM,1,1.1,1,N,75,74,1,5,0,0.5,1,0,0.3,6.8
1,02/09/2018 01:32:03 PM,02/09/2018 01:37:20 PM,1,1.1,1,N,74,75,2,6,0,0.5,0,0,0.3,6.8
1,02/09/2018 01:41:46 PM,02/09/2018 01:49:37 PM,1,1.3,1,N,43,237,2,7,0,0.5,0,0,0.3,7.8
1,02/09/2018 01:53:39 PM,02/09/2018 02:03:22 PM,1,1.1,1,N,236,237,2,8,0,0.5,0,0,0.3,8.8
2,02/09/2018 01:14:31 PM,02/09/2018 01:25:27 PM,2,1.89,1,N,143,237,1,9.5,0,0.5,2,0,0.3,12.3
2,02/09/2018 01:28:03 PM,02/09/2018 01:39:52 PM,2,1.53,1,N,43,143,1,9,0,0.5,1.96,0,0.3,11.76
2,02/09/2018 01:41:21 PM,02/09/2018 01:45:57 PM,2,1,1,N,50,48,2,5.5,0,0.5,0,0,0.3,6.3
2,02/09/2018 01:53:42 PM,02/09/2018 01:59:47 PM,2,0.35,1,N,230,100,2,5.5,0,0.5,0,0,0.3,6.3
2,02/09/2018 01:11:00 PM,02/09/2018 01:19:21 PM,1,0.92,1,N,230,100,1,7,0,0.5,1.56,0,0.3,9.36
2,02/09/2018 01:29:19 PM,02/09/2018 01:44:38 PM,1,2.18,1,N,48,143,2,11.5,0,0.5,0,0,0.3,12.3
2,02/09/2018 01:50:54 PM,02/09/2018 01:59:21 PM,1,1.28,1,N,142,237,1,7.5,0,0.5,1.66,0,0.3,9.96
2,02/09/2018 01:13:19 PM,02/09/2018 01:40:12 PM,6,3.2,1,N,263,48,2,17.5,0,0.5,0,0,0.3,18.3
2,02/09/2018 01:47:14 PM,02/09/2018 01:50:54 PM,6,0.96,1,N,48,143,1,5,0,0.5,1.16,0,0.3,6.96
1,02/09/2018 01:42:46 PM,02/09/2018 01:49:38 PM,2,0.9,1,N,166,74,2,6,0,0.5,0,0,0.3,6.8
1,02/09/2018 01:54:38 PM,02/09/2018 01:58:12 PM,1,0.7,1,N,74,74,3,4.5,0,0.5,0,0,0.3,5.3
2,02/09/2018 01:32:05 PM,02/09/2018 01:54:22 PM,1,2.72,1,N,161,158,2,15,0,0.5,0,0,0.3,15.8
2,02/09/2018 01:55:15 PM,02/09/2018 02:19:49 PM,1,2.61,1,N,158,170,1,16.5,0,0.5,4,0,0.3,21.3
2,02/09/2018 01:19:39 PM,02/09/2018 01:31:28 PM,1,1.04,1,N,162,161,1,8.5,0,0.5,1.86,0,0.3,11.16
2,02/09/2018 01:32:55 PM,02/09/2018 01:49:46 PM,1,2.31,1,N,161,113,1,12,0,0.5,2.56,0,0.3,15.36
